config_path	category	risk	tempo_marker_count	otel_marker_count	trace_id_marker_count	span_id_marker_count	request_id_marker_count	tenant_marker_count	service_marker_count	route_marker_count	redaction_marker_count	note
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_2a_panel_erp_runtime_smoke_ui_20260426_234800/logs/gateway_health_ready.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_2b_panel_live_positive_api_muhur_20260427_000449/logs/gateway_health_live.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_2b_panel_live_positive_api_muhur_20260427_000449/logs/gateway_health_ready.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_2b_panel_live_positive_api_muhur_20260427_000449/logs/panel_live_payload.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	1	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_2b_panel_live_positive_api_muhur_20260427_000449/logs/panel_positive_body.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	1	1	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_2b_panel_live_positive_api_muhur_20260427_000449/logs/post_gateway_health_live.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_2b_panel_live_positive_api_muhur_20260427_000449/make_panel_live_token.go	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	0	2	0	1	7	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_2c_panel_ui_final_muhur_20260427_000653/logs/gateway_health_live.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_2c_panel_ui_final_muhur_20260427_000653/logs/gateway_health_ready.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_2c_panel_ui_final_muhur_20260427_000653/logs/panel_final_payload.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	1	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_2c_panel_ui_final_muhur_20260427_000653/logs/panel_final_positive_body.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	1	1	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,redaction_marker_missing_review
